LSOA11CD,LSOA11NM,MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,length_m_s,road_densi,point_coun,node_densi
E01000702,Bromley 013B,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,"1321","1321","0",95.4000,"572",2.3000,4827.000000,"34685",104.000000000000000,"747"
E01000703,Bromley 013C,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,"1599","1581","18",66.3000,"694",2.3000,9929.000000,"41844",230.000000000000000,"969"
E01000704,Bromley 015C,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,"1444","1444","0",44.4000,"593",2.4000,11651.000000,"35263",509.000000000000000,"1541"
E01000705,Bromley 015D,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,"1310","1305","5",86.1000,"565",2.3000,3212.000000,"21347",32.000000000000000,"213"
E01000706,Bromley 013D,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,"1293","1293","0",42.9000,"591",2.2000,8875.000000,"29772",249.000000000000000,"835"
E01000707,Bromley 041A,E02006787,Bromley 041,E09000006,Bromley,E12000007,London,"1455","1455","0",94.5000,"536",2.7000,6148.000000,"39524",111.000000000000000,"714"
E01000708,Bromley 041B,E02006787,Bromley 041,E09000006,Bromley,E12000007,London,"1543","1543","0",64.2000,"650",2.4000,11505.000000,"48592",297.000000000000000,"1254"
E01000709,Bromley 006A,E02000132,Bromley 006,E09000006,Bromley,E12000007,London,"1317","1296","21",54.1000,"787",1.6000,8599.000000,"34190",394.000000000000000,"1567"
E01000710,Bromley 006B,E02000132,Bromley 006,E09000006,Bromley,E12000007,London,"1605","1583","22",29.6000,"862",1.8000,15121.000000,"27729",608.000000000000000,"1115"
E01000711,Bromley 006C,E02000132,Bromley 006,E09000006,Bromley,E12000007,London,"1719","1683","36",61.0000,"1012",1.7000,11689.000000,"41913",328.000000000000000,"1176"
E01000712,Bromley 012A,E02000138,Bromley 012,E09000006,Bromley,E12000007,London,"1641","1641","0",45.6000,"862",1.9000,9582.000000,"26681",300.000000000000000,"835"
E01000713,Bromley 012B,E02000138,Bromley 012,E09000006,Bromley,E12000007,London,"1693","1693","0",40.8000,"885",1.9000,10321.000000,"24672",327.000000000000000,"782"
E01000714,Bromley 006D,E02000132,Bromley 006,E09000006,Bromley,E12000007,London,"1865","1863","2",56.2000,"1036",1.8000,15103.000000,"46132",470.000000000000000,"1436"
E01000715,Bromley 012C,E02000138,Bromley 012,E09000006,Bromley,E12000007,London,"1657","1648","9",55.1000,"885",1.9000,10170.000000,"33513",326.000000000000000,"1074"
E01000716,Bromley 011C,E02000137,Bromley 011,E09000006,Bromley,E12000007,London,"1542","1463","79",38.3000,"702",2.1000,9418.000000,"23442",285.000000000000000,"709"
E01000717,Bromley 011D,E02000137,Bromley 011,E09000006,Bromley,E12000007,London,"1609","1609","0",51.3000,"889",1.8000,10260.000000,"33152",358.000000000000000,"1157"
E01000718,Bromley 006E,E02000132,Bromley 006,E09000006,Bromley,E12000007,London,"2061","2061","0",61.0000,"971",2.1000,8296.000000,"24565",222.000000000000000,"657"
E01000719,Bromley 019A,E02000145,Bromley 019,E09000006,Bromley,E12000007,London,"1896","1896","0",54.3000,"853",2.2000,14198.000000,"40780",352.000000000000000,"1011"
E01000720,Bromley 019B,E02000145,Bromley 019,E09000006,Bromley,E12000007,London,"1632","1622","10",2.2000,"668",2.4000,69094.000000,"9186",1968.000000000000000,"262"
E01000721,Bromley 019C,E02000145,Bromley 019,E09000006,Bromley,E12000007,London,"1327","1327","0",49.8000,"524",2.5000,9327.000000,"34435",213.000000000000000,"786"
E01000722,Bromley 023A,E02000149,Bromley 023,E09000006,Bromley,E12000007,London,"1636","1636","0",28.3000,"704",2.3000,24272.000000,"41928",600.000000000000000,"1036"
E01000723,Bromley 029A,E02000155,Bromley 029,E09000006,Bromley,E12000007,London,"1247","1247","0",29.4000,"561",2.2000,8703.000000,"20836",147.000000000000000,"352"
E01000724,Bromley 019D,E02000145,Bromley 019,E09000006,Bromley,E12000007,London,"1760","1760","0",42.7000,"674",2.6000,12475.000000,"30235",472.000000000000000,"1144"
E01000725,Bromley 023B,E02000149,Bromley 023,E09000006,Bromley,E12000007,London,"1641","1641","0",48.4000,"775",2.1000,14453.000000,"42474",271.000000000000000,"796"
E01000726,Bromley 029B,E02000155,Bromley 029,E09000006,Bromley,E12000007,London,"1282","1282","0",45.5000,"590",2.2000,8345.000000,"29774",250.000000000000000,"892"
E01000727,Bromley 028A,E02000154,Bromley 028,E09000006,Bromley,E12000007,London,"1553","1553","0",40.4000,"687",2.3000,15431.000000,"39752",383.000000000000000,"987"
E01000728,Bromley 019E,E02000145,Bromley 019,E09000006,Bromley,E12000007,London,"1471","1471","0",5.4000,"657",2.2000,30129.000000,"11030",911.000000000000000,"334"
E01000729,Bromley 014A,E02000140,Bromley 014,E09000006,Bromley,E12000007,London,"1783","1783","0",68.5000,"824",2.2000,11202.000000,"42756",155.000000000000000,"592"
E01000730,Bromley 014B,E02000140,Bromley 014,E09000006,Bromley,E12000007,London,"1724","1724","0",46.2000,"649",2.7000,15358.000000,"41623",370.000000000000000,"1003"
E01000731,Bromley 023C,E02000149,Bromley 023,E09000006,Bromley,E12000007,London,"1363","1361","2",58.3000,"532",2.6000,12108.000000,"51829",126.000000000000000,"539"
E01000732,Bromley 023D,E02000149,Bromley 023,E09000006,Bromley,E12000007,London,"1475","1475","0",41.6000,"587",2.5000,10431.000000,"29421",127.000000000000000,"358"
E01000733,Bromley 023E,E02000149,Bromley 023,E09000006,Bromley,E12000007,London,"1593","1593","0",42.6000,"651",2.4000,11527.000000,"30986",128.000000000000000,"344"
E01000734,Bromley 028B,E02000154,Bromley 028,E09000006,Bromley,E12000007,London,"1360","1360","0",42.0000,"507",2.7000,7554.000000,"23584",117.000000000000000,"365"
E01000735,Bromley 014C,E02000140,Bromley 014,E09000006,Bromley,E12000007,London,"1484","1484","0",28.9000,"562",2.6000,16113.000000,"31467",402.000000000000000,"785"
E01000736,Bromley 010C,E02000136,Bromley 010,E09000006,Bromley,E12000007,London,"1560","1560","0",39.3000,"618",2.5000,11636.000000,"29162",286.000000000000000,"717"
E01000737,Bromley 010D,E02000136,Bromley 010,E09000006,Bromley,E12000007,London,"1377","1329","48",37.4000,"580",2.3000,13961.000000,"38418",299.000000000000000,"823"
E01000738,Bromley 014D,E02000140,Bromley 014,E09000006,Bromley,E12000007,London,"1527","1527","0",29.6000,"632",2.4000,12369.000000,"24028",377.000000000000000,"732"
E01000739,Bromley 014E,E02000140,Bromley 014,E09000006,Bromley,E12000007,London,"1523","1523","0",67.8000,"634",2.4000,8207.000000,"35859",146.000000000000000,"638"
E01000740,Bromley 005A,E02000131,Bromley 005,E09000006,Bromley,E12000007,London,"1734","1734","0",24.3000,"871",2.0000,30971.000000,"43482",2086.000000000000000,"2929"
E01000741,Bromley 005B,E02000131,Bromley 005,E09000006,Bromley,E12000007,London,"1586","1586","0",116.5000,"842",1.9000,5192.000000,"38489",171.000000000000000,"1268"
E01000742,Bromley 005C,E02000131,Bromley 005,E09000006,Bromley,E12000007,London,"2019","1996","23",75.7000,"1044",1.9000,9813.000000,"36822",317.000000000000000,"1189"
E01000743,Bromley 009A,E02000135,Bromley 009,E09000006,Bromley,E12000007,London,"1770","1703","67",56.6000,"841",2.0000,11975.000000,"38380",314.000000000000000,"1006"
E01000744,Bromley 009B,E02000135,Bromley 009,E09000006,Bromley,E12000007,London,"1531","1484","47",71.4000,"682",2.2000,9148.000000,"43310",253.000000000000000,"1198"
E01000745,Bromley 005D,E02000131,Bromley 005,E09000006,Bromley,E12000007,London,"1757","1720","37",37.5000,"883",1.9000,19995.000000,"42319",652.000000000000000,"1380"
E01000746,Bromley 005E,E02000131,Bromley 005,E09000006,Bromley,E12000007,London,"1858","1858","0",102.8000,"949",2.0000,7752.000000,"43484",331.000000000000000,"1857"
E01000747,Bromley 042B,E02006789,Bromley 042,E09000006,Bromley,E12000007,London,"1920","1914","6",1.9000,"773",2.5000,100386.000000,"10096",2477.000000000000000,"249"
E01000748,Bromley 042C,E02006789,Bromley 042,E09000006,Bromley,E12000007,London,"1602","1602","0",1.6000,"670",2.4000,73684.000000,"7453",1973.000000000000000,"200"
E01000749,Bromley 036A,E02000162,Bromley 036,E09000006,Bromley,E12000007,London,"1588","1588","0",1.7000,"639",2.5000,80652.000000,"8748",1979.000000000000000,"215"
E01000750,Bromley 036B,E02000162,Bromley 036,E09000006,Bromley,E12000007,London,"1492","1492","0",48.0000,"665",2.2000,13156.000000,"41910",286.000000000000000,"911"
E01000751,Bromley 036C,E02000162,Bromley 036,E09000006,Bromley,E12000007,London,"2007","1961","46",10.9000,"807",2.4000,33055.000000,"17951",723.000000000000000,"393"
E01000752,Bromley 036D,E02000162,Bromley 036,E09000006,Bromley,E12000007,London,"1606","1606","0",11.6000,"778",2.1000,37762.000000,"27275",856.000000000000000,"618"
E01000753,Bromley 031A,E02000157,Bromley 031,E09000006,Bromley,E12000007,London,"1806","1806","0",20.7000,"750",2.4000,22526.000000,"25999",457.000000000000000,"527"
E01000754,Bromley 031B,E02000157,Bromley 031,E09000006,Bromley,E12000007,London,"1675","1675","0",43.2000,"743",2.3000,14059.000000,"36520",480.000000000000000,"1247"
E01000755,Bromley 031C,E02000157,Bromley 031,E09000006,Bromley,E12000007,London,"1505","1505","0",43.9000,"615",2.4000,10405.000000,"30255",247.000000000000000,"718"
E01000756,Bromley 033D,E02000159,Bromley 033,E09000006,Bromley,E12000007,London,"1563","1563","0",15.4000,"594",2.6000,22583.000000,"22384",641.000000000000000,"635"
E01000757,Bromley 031D,E02000157,Bromley 031,E09000006,Bromley,E12000007,London,"1499","1499","0",27.6000,"601",2.5000,12567.000000,"23262",228.000000000000000,"422"
E01000758,Bromley 031E,E02000157,Bromley 031,E09000006,Bromley,E12000007,London,"1479","1479","0",48.7000,"591",2.5000,7625.000000,"25019",148.000000000000000,"486"
E01000759,Bromley 034A,E02000160,Bromley 034,E09000006,Bromley,E12000007,London,"1542","1542","0",3.4000,"549",2.8000,50068.000000,"10899",1158.000000000000000,"252"
E01000760,Bromley 034B,E02000160,Bromley 034,E09000006,Bromley,E12000007,London,"1503","1417","86",29.8000,"550",2.6000,12423.000000,"24507",408.000000000000000,"805"
E01000761,Bromley 034C,E02000160,Bromley 034,E09000006,Bromley,E12000007,London,"1552","1552","0",26.9000,"577",2.7000,16848.000000,"28702",345.000000000000000,"588"
E01000762,Bromley 018D,E02000144,Bromley 018,E09000006,Bromley,E12000007,London,"1623","1623","0",50.7000,"743",2.2000,9696.000000,"30010",243.000000000000000,"752"
E01000763,Bromley 027A,E02000153,Bromley 027,E09000006,Bromley,E12000007,London,"1452","1452","0",17.2000,"523",2.8000,17778.000000,"20936",407.000000000000000,"479"
E01000764,Bromley 027B,E02000153,Bromley 027,E09000006,Bromley,E12000007,London,"1615","1615","0",31.9000,"633",2.6000,11419.000000,"22920",235.000000000000000,"472"
E01000765,Bromley 034D,E02000160,Bromley 034,E09000006,Bromley,E12000007,London,"1704","1697","7",7.4000,"679",2.5000,39724.000000,"17196",1105.000000000000000,"478"
E01000766,Bromley 027C,E02000153,Bromley 027,E09000006,Bromley,E12000007,London,"1714","1714","0",46.4000,"645",2.7000,9871.000000,"26636",163.000000000000000,"440"
E01000767,Bromley 027D,E02000153,Bromley 027,E09000006,Bromley,E12000007,London,"1646","1646","0",52.0000,"598",2.8000,10759.000000,"34297",285.000000000000000,"908"
E01000768,Bromley 034E,E02000160,Bromley 034,E09000006,Bromley,E12000007,London,"1555","1517","38",32.2000,"613",2.5000,13117.000000,"27591",354.000000000000000,"745"
E01000769,Bromley 024A,E02000150,Bromley 024,E09000006,Bromley,E12000007,London,"1417","1301","116",11.8000,"454",2.9000,20246.000000,"16897",973.000000000000000,"812"
E01000770,Bromley 012D,E02000138,Bromley 012,E09000006,Bromley,E12000007,London,"1429","1429","0",20.8000,"691",2.1000,17924.000000,"26102",1044.000000000000000,"1520"
E01000771,Bromley 041C,E02006787,Bromley 041,E09000006,Bromley,E12000007,London,"1635","1616","19",44.4000,"620",2.6000,12564.000000,"33834",297.000000000000000,"800"
E01000772,Bromley 012E,E02000138,Bromley 012,E09000006,Bromley,E12000007,London,"1516","1516","0",46.9000,"734",2.1000,10978.000000,"33076",210.000000000000000,"633"
E01000773,Bromley 024B,E02000150,Bromley 024,E09000006,Bromley,E12000007,London,"1521","1521","0",48.9000,"605",2.5000,10654.000000,"34528",203.000000000000000,"658"
E01000774,Bromley 041D,E02006787,Bromley 041,E09000006,Bromley,E12000007,London,"1473","1473","0",38.9000,"581",2.5000,12142.000000,"32202",271.000000000000000,"719"
E01000775,Bromley 024C,E02000150,Bromley 024,E09000006,Bromley,E12000007,London,"2266","2266","0",20.4000,"867",2.6000,24738.000000,"22334",2153.000000000000000,"1944"
E01000777,Bromley 024D,E02000150,Bromley 024,E09000006,Bromley,E12000007,London,"1567","1567","0",62.9000,"565",2.8000,8979.000000,"36471",187.000000000000000,"760"
E01000778,Bromley 024E,E02000150,Bromley 024,E09000006,Bromley,E12000007,London,"1580","1580","0",76.6000,"618",2.6000,7788.000000,"37729",205.000000000000000,"993"
E01000779,Bromley 001A,E02000127,Bromley 001,E09000006,Bromley,E12000007,London,"1233","1185","48",10.6000,"551",2.2000,27805.000000,"23969",1597.000000000000000,"1377"
E01000780,Bromley 001B,E02000127,Bromley 001,E09000006,Bromley,E12000007,London,"1480","1480","0",70.4000,"628",2.4000,10526.000000,"50329",411.000000000000000,"1965"
E01000781,Bromley 001C,E02000127,Bromley 001,E09000006,Bromley,E12000007,London,"1445","1445","0",84.0000,"614",2.4000,13749.000000,"79599",427.000000000000000,"2472"
E01000782,Bromley 001D,E02000127,Bromley 001,E09000006,Bromley,E12000007,London,"1441","1441","0",50.8000,"647",2.2000,11996.000000,"42495",194.000000000000000,"687"
E01000783,Bromley 001E,E02000127,Bromley 001,E09000006,Bromley,E12000007,London,"1503","1503","0",79.6000,"626",2.4000,11669.000000,"61807",542.000000000000000,"2871"
E01000784,Bromley 002E,E02000128,Bromley 002,E09000006,Bromley,E12000007,London,"1504","1504","0",67.2000,"582",2.6000,7991.000000,"35537",135.000000000000000,"600"
E01000785,Bromley 001F,E02000127,Bromley 001,E09000006,Bromley,E12000007,London,"1381","1381","0",65.7000,"609",2.3000,11606.000000,"55147",208.000000000000000,"988"
E01000786,Bromley 032A,E02000158,Bromley 032,E09000006,Bromley,E12000007,London,"1421","1421","0",15.0000,"627",2.3000,18606.000000,"19668",310.000000000000000,"328"
E01000787,Bromley 029C,E02000155,Bromley 029,E09000006,Bromley,E12000007,London,"1405","1405","0",41.2000,"667",2.1000,9831.000000,"28335",256.000000000000000,"738"
E01000788,Bromley 029D,E02000155,Bromley 029,E09000006,Bromley,E12000007,London,"1526","1526","0",41.4000,"618",2.5000,14773.000000,"39592",206.000000000000000,"552"
E01000789,Bromley 032B,E02000158,Bromley 032,E09000006,Bromley,E12000007,London,"1800","1800","0",125.5000,"657",2.7000,7134.000000,"50095",126.000000000000000,"885"
E01000790,Bromley 028C,E02000154,Bromley 028,E09000006,Bromley,E12000007,London,"2018","1982","36",38.7000,"872",2.3000,20813.000000,"40327",463.000000000000000,"897"
E01000791,Bromley 029E,E02000155,Bromley 029,E09000006,Bromley,E12000007,London,"1445","1445","0",36.0000,"621",2.3000,13985.000000,"34765",210.000000000000000,"522"
E01000792,Bromley 032C,E02000158,Bromley 032,E09000006,Bromley,E12000007,London,"1142","1142","0",36.2000,"483",2.4000,8234.000000,"26153",161.000000000000000,"511"
E01000793,Bromley 032D,E02000158,Bromley 032,E09000006,Bromley,E12000007,London,"1589","1589","0",34.0000,"643",2.5000,13239.000000,"28086",239.000000000000000,"507"
E01000794,Bromley 035E,E02000161,Bromley 035,E09000006,Bromley,E12000007,London,"1553","1546","7",33.5000,"611",2.5000,10298.000000,"22404",175.000000000000000,"381"
E01000795,Bromley 032E,E02000158,Bromley 032,E09000006,Bromley,E12000007,London,"1412","1412","0",49.4000,"542",2.6000,9519.000000,"33015",137.000000000000000,"475"
E01000796,Bromley 009C,E02000135,Bromley 009,E09000006,Bromley,E12000007,London,"1630","1630","0",164.3000,"638",2.6000,5205.000000,"52045",124.000000000000000,"1240"
E01000797,Bromley 013E,E02000139,Bromley 013,E09000006,Bromley,E12000007,London,"1562","1562","0",23.8000,"679",2.3000,22084.000000,"33585",719.000000000000000,"1093"
E01000798,Bromley 009D,E02000135,Bromley 009,E09000006,Bromley,E12000007,London,"1464","1464","0",108.3000,"693",2.1000,5907.000000,"44335",136.000000000000000,"1021"
E01000799,Bromley 004A,E02000130,Bromley 004,E09000006,Bromley,E12000007,London,"1642","1642","0",76.0000,"719",2.3000,6197.000000,"28508",131.000000000000000,"603"
E01000800,Bromley 009E,E02000135,Bromley 009,E09000006,Bromley,E12000007,London,"1618","1612","6",70.0000,"780",2.1000,9132.000000,"39444",279.000000000000000,"1205"
E01000801,Bromley 015E,E02000141,Bromley 015,E09000006,Bromley,E12000007,London,"1417","1410","7",76.5000,"650",2.2000,5740.000000,"30550",145.000000000000000,"772"
E01000802,Bromley 004B,E02000130,Bromley 004,E09000006,Bromley,E12000007,London,"1729","1729","0",93.4000,"750",2.3000,7952.000000,"42491",185.000000000000000,"989"
E01000803,Bromley 004C,E02000130,Bromley 004,E09000006,Bromley,E12000007,London,"1596","1587","9",61.1000,"730",2.2000,6762.000000,"26254",132.000000000000000,"512"
E01000804,Bromley 004D,E02000130,Bromley 004,E09000006,Bromley,E12000007,London,"1436","1426","10",21.6000,"548",2.6000,13771.000000,"20649",546.000000000000000,"819"
E01000805,Bromley 004E,E02000130,Bromley 004,E09000006,Bromley,E12000007,London,"1511","1505","6",94.1000,"717",2.1000,4832.000000,"30732",103.000000000000000,"655"
E01000806,Bromley 009F,E02000135,Bromley 009,E09000006,Bromley,E12000007,London,"1721","1721","0",104.7000,"768",2.2000,8801.000000,"53663",269.000000000000000,"1640"
E01000807,Bromley 022C,E02000148,Bromley 022,E09000006,Bromley,E12000007,London,"1532","1532","0",19.1000,"595",2.6000,14754.000000,"18169",285.000000000000000,"351"
E01000808,Bromley 025A,E02000151,Bromley 025,E09000006,Bromley,E12000007,London,"1604","1604","0",48.1000,"625",2.6000,13753.000000,"40905",255.000000000000000,"758"
E01000809,Bromley 022D,E02000148,Bromley 022,E09000006,Bromley,E12000007,London,"1517","1517","0",27.9000,"629",2.4000,15390.000000,"28037",198.000000000000000,"361"
E01000810,Bromley 025B,E02000151,Bromley 025,E09000006,Bromley,E12000007,London,"1503","1503","0",40.4000,"599",2.5000,6777.000000,"18254",95.000000000000000,"256"
E01000811,Bromley 025C,E02000151,Bromley 025,E09000006,Bromley,E12000007,London,"1320","1320","0",44.2000,"571",2.3000,8212.000000,"27774",87.000000000000000,"294"
E01000812,Bromley 028D,E02000154,Bromley 028,E09000006,Bromley,E12000007,London,"1497","1491","6",39.4000,"663",2.2000,13333.000000,"34813",310.000000000000000,"809"
E01000813,Bromley 025D,E02000151,Bromley 025,E09000006,Bromley,E12000007,London,"1610","1610","0",26.4000,"637",2.5000,20273.000000,"33189",309.000000000000000,"506"
